Raw EEG,Attention,Meditation,Alpha,Delta,Theta,Low Beta,High Beta,Gamma
-8.354187012,,,,,,,,
-0.228563944,,,,,,,,
4.254023234,,,,,,,,
-3.328005473,,,,,,,,
-3.302892049,,,,,,,,
-5.22963206,,,,,,,,
-12.97632853,,,,,,,,
-2.427101135,,,,,,,,
-4.077593486,,,,,,,,
-15.95465342,,,,,,,,
-3.163019816,,,,,,,,
4.467010498,,,,,,,,
8.623123169,,,,,,,,
5.825360616,,,,,,,,
-8.582433065,,,,,,,,
-9.424527486,,,,,,,,
-4.593213399,,,,,,,,
0.388145447,,,,,,,,
9.297370911,,,,,,,,
-1.156489054,,,,,,,,
-6.130536397,,,,,,,,
11.22697194,,,,,,,,
-4.347165426,,,,,,,,
7.212638855,,,,,,,,
4.57127889,,,,,,,,
-2.821922302,,,,,,,,
7.025718689,,,,,,,,
2.393722534,,,,,,,,
-1.846949259,,,,,,,,
1.525878906,,,,,,,,
-13.61846924,,,,,,,,
-17.62231191,,,,,,,,
-10.7237498,,,,,,,,
-13.77900441,,,,,,,,
-2.951622009,,,,,,,,
-8.211453756,,,,,,,,
-4.125912984,,,,,,,,
-6.779034932,,,,,,,,
-7.475852966,,,,,,,,
7.966995239,,,,,,,,
13.57682546,,,,,,,,
3.453890483,,,,,,,,
14.16365306,,,,,,,,
12.68450419,,,,,,,,
2.923647563,,,,,,,,
-7.1032842,,,,,,,,
-22.24604289,,,,,,,,
-25.87827047,,,,,,,,
-16.30942027,,,,,,,,
-20.81330617,,,,,,,,
-10.15822093,,,,,,,,
-7.815996806,,,,,,,,
-2.956390381,,,,,,,,
9.594599406,,,,,,,,
2.512296041,,,,,,,,
4.478136698,,,,,,,,
2.277374268,,,,,,,,
-5.002657572,,,,,,,,
8.273124695,,,,,,,,
-0.585873922,,,,,,,,
-1.822471619,,,,,,,,
-1.533508301,,,,,,,,
-1.804351807,,,,,,,,
5.035082499,,,,,,,,
5.051612854,,,,,,,,
-7.053375244,,,,,,,,
7.504145304,,,,,,,,
4.815737406,,,,,,,,
-0.124613444,,,,,,,,
17.3997879,,,,,,,,
5.481084188,,,,,,,,
10.00881195,,,,,,,,
0.589688619,,,,,,,,
-15.48512777,,,,,,,,
-16.37617747,,,,,,,,
-16.87876383,,,,,,,,
-16.49920146,,,,,,,,
-2.621014913,,,,,,,,
0.397046407,,,,,,,,
22.89358775,,,,,,,,
16.95887248,,,,,,,,
1.914978027,,,,,,,,
0.640233358,,,,,,,,
0.646909078,,,,,,,,
-8.124351501,,,,,,,,
-1.294453939,,,,,,,,
-9.565671285,,,,,,,,
-7.420221965,,,,,,,,
-8.272488912,,,,,,,,
-11.62560781,,,,,,,,
-6.189982096,,,,,,,,
-3.575642904,,,,,,,,
-10.18174489,,,,,,,,
-0.603993734,,,,,,,,
-10.45163472,,,,,,,,
-9.476025899,,,,,,,,
-3.06002299,,,,,,,,
-13.34444682,,,,,,,,
-1.997947693,,,,,,,,
-9.18896993,,,,,,,,
-11.40880585,,,,,,,,
-2.36415863,,,,,,,,
-11.8859609,,,,,,,,
-7.398605347,,,,,,,,
-12.55448659,,,,,,,,
-14.80642955,,,,,,,,
-5.089441935,,,,,,,,
0.067075094,,,,,,,,
-7.601420085,,,,,,,,
0.8837382,,,,,,,,
-10.47356923,,,,,,,,
-11.63037618,,,,,,,,
-2.680460612,,,,,,,,
-6.78952535,,,,,,,,
1.055081685,,,,,,,,
-1.797676086,,,,,,,,
-4.913965861,,,,,,,,
3.378868103,,,,,,,,
11.82111104,,,,,,,,
13.97864024,,,,,,,,
25.33054352,,,,,,,,
15.41741689,,,,,,,,
13.33872477,,,,,,,,
16.82726542,,,,,,,,
14.68404134,,,,,,,,
20.99736532,,,,,,,,
22.68155416,,,,,,,,
22.41706848,,,,,,,,
16.02045695,,,,,,,,
18.83347829,,,,,,,,
9.76117452,,,,,,,,
2.78822581,,,,,,,,
-9.783109029,,,,,,,,
7.664998372,,,,,,,,
12.15902964,,,,,,,,
17.43062337,,,,,,,,
27.71282196,,,,,,,,
12.35993703,,,,,,,,
14.60870107,,,,,,,,
7.155100505,,,,,,,,
-0.102361043,,,,,,,,
15.28644562,,,,,,,,
6.293614705,,,,,,,,
5.468686422,,,,,,,,
9.69060262,,,,,,,,
10.82293193,,,,,,,,
8.233388265,,,,,,,,
10.24595896,,,,,,,,
3.618876139,,,,,,,,
7.032712301,,,,,,,,
2.430915833,,,,,,,,
4.373868306,,,,,,,,
9.52911377,,,,,,,,
2.34635671,,,,,,,,
-2.372105916,,,,,,,,
4.917144775,,,,,,,,
3.100713094,,,,,,,,
8.692423503,,,,,,,,
-3.18368276,,,,,,,,
-3.201802572,,,,,,,,
-7.054964701,,,,,,,,
-18.01363627,,,,,,,,
-13.96560669,,,,,,,,
-13.14353943,,,,,,,,
-16.57358805,,,,,,,,
-0.272432963,,,,,,,,
-2.463022868,,,,,,,,
2.883911133,,,,,,,,
8.053143819,,,,,,,,
2.114931742,,,,,,,,
10.41825612,,,,,,,,
15.3242747,,,,,,,,
-1.669247945,,,,,,,,
9.020487467,,,,,,,,
-0.443458557,,,,,,,,
-0.176111857,,,,,,,,
5.073865255,,,,,,,,
-4.826227824,,,,,,,,
5.577405294,,,,,,,,
2.643585205,,,,,,,,
1.779556274,,,,,,,,
7.315635681,,,,,,,,
-5.936304728,,,,,,,,
-23.15711975,,,,,,,,
-26.03435516,,,,,,,,
-29.32961782,,,,,,,,
0.154813131,,,,,,,,
5.037625631,,,,,,,,
0.445365906,,,,,,,,
16.41114553,,,,,,,,
19.74773407,,,,,,,,
6.021499634,,,,,,,,
9.002049764,,,,,,,,
1.883824666,,,,,,,,
8.51949056,,,,,,,,
1.348177592,,,,,,,,
-4.495302836,,,,,,,,
5.550384521,,,,,,,,
0.063260396,,,,,,,,
-13.23095957,,,,,,,,
0.136057536,,,,,,,,
-15.35638173,,,,,,,,
-9.293874105,,,,,,,,
-2.734502157,,,,,,,,
0.546137492,,,,,,,,
2.958933512,,,,,,,,
7.655779521,,,,,,,,
-3.580093384,,,,,,,,
4.025141398,,,,,,,,
-1.550356547,,,,,,,,
-8.165677389,,,,,,,,
-12.54494985,,,,,,,,
-18.07467143,,,,,,,,
-10.16076406,,,,,,,,
-13.96592458,,,,,,,,
-11.87769572,,,,,,,,
2.599716187,,,,,,,,
-15.10047913,,,,,,,,
-7.430712382,,,,,,,,
-12.07192739,,,,,,,,
-28.42617035,,,,,,,,
-13.17914327,,,,,,,,
-19.932429,,,,,,,,
-24.83050028,,,,,,,,
-17.99710592,,,,,,,,
-20.15304565,,,,,,,,
-9.240786235,,,,,,,,
-2.452850342,,,,,,,,
-14.48567708,,,,,,,,
-8.99664561,,,,,,,,
-13.17246755,,,,,,,,
-9.305636088,,,,,,,,
-4.649162292,,,,,,,,
-3.51079305,,,,,,,,
-8.963267008,,,,,,,,
-1.825968424,,,,,,,,
-12.77923584,,,,,,,,
-6.692886353,,,,,,,,
1.298904419,,,,,,,,
-0.7092158,,,,,,,,
0.564257304,,,,,,,,
-9.356180827,,,,,,,,
-7.186571757,,,,,,,,
4.679044088,,,,,,,,
3.344853719,,,,,,,,
3.490447998,,,,,,,,
-2.975145976,,,,,,,,
-8.850733439,,,,,,,,
-8.759498596,,,,,,,,
-11.455218,,,,,,,,
-7.198015849,,,,,,,,
-2.107302348,,,,,,,,
-10.04250844,,,,,,,,
10.68464915,,,,,,,,
12.79735565,,,,,,,,
11.72129313,,,,,,,,
24.59748586,,,,,,,,
-2.76406606,,,,,,,,
-5.196889242,,,,,,,,
6.611188253,,,,,,,,
1.931190491,,,,,,,,
7.070541382,,,,,,,,
10.15853882,,,,,,,,
2.804756165,,,,,,,,
12.9699707,,,,,,,,
3.332773844,,,,,,,,
4.158655802,,,,,,,,
10.52729289,,,,,,,,
7.569948832,,,,,,,,
11.23015086,,,,,,,,
14.69898224,,,,,,,,
13.56347402,,,,,,,,
18.84937286,,,,,,,,
18.7476476,,,,,,,,
6.951332092,,,,,,,,
9.152730306,,,,,,,,
4.263559977,,,,,,,,
11.28927867,,,,,,,,
22.25621541,,,,,,,,
9.58887736,,,,,,,,
19.10845439,,,,,,,,
19.69242096,,,,,,,,
21.43669128,,,,,,,,
34.87904867,,,,,,,,
25.66401164,,,,,,,,
18.22598775,,,,,,,,
18.16082001,,,,,,,,
-11.07088725,,,,,,,,
20.99355062,,,,,,,,
-0.227928162,,,,,,,,
-8.864720662,,,,,,,,
-15.82400004,,,,,,,,
-28.06631724,,,,,,,,
-10.07334391,,,,,,,,
13.83050283,,,,,,,,
5.006790161,,,,,,,,
14.7857666,,,,,,,,
8.195241292,,,,,,,,
5.483627319,,,,,,,,
5.203882853,,,,,,,,
-5.677223206,,,,,,,,
-3.406524658,,,,,,,,
-1.852353414,,,,,,,,
-7.357597351,,,,,,,,
3.520965576,,,,,,,,
0.596682231,,,,,,,,
-3.858566284,,,,,,,,
7.152557373,,,,,,,,
0.877698263,,,,,,,,
2.294222514,,,,,,,,
-1.999219259,,,,,,,,
-11.33855184,,,,,,,,
0.013033549,,,,,,,,
-0.209490458,,,,,,,,
-3.588676453,,,,,,,,
0.892957052,,,,,,,,
-11.10331217,,,,,,,,
-11.79409027,,,,,,,,
-11.64944967,,,,,,,,
-13.14417521,,,,,,,,
-1.722017924,,,,,,,,
-1.021385193,,,,,,,,
-6.467501322,,,,,,,,
-1.109441121,,,,,,,,
-10.03805796,,,,,,,,
-6.015777588,,,,,,,,
-0.329335531,,,,,,,,
-9.530703227,,,,,,,,
-4.257837931,,,,,,,,
-0.864982605,,,,,,,,
-0.867843628,,,,,,,,
9.967803955,,,,,,,,
11.92474365,,,,,,,,
14.23295339,,,,,,,,
11.02733612,,,,,,,,
3.399531047,,,,,,,,
5.206425985,,,,,,,,
3.297170003,,,,,,,,
-6.354649862,,,,,,,,
-2.1276474,,,,,,,,
4.552523295,,,,,,,,
9.166399638,,,,,,,,
6.886482239,,,,,,,,
6.041844686,,,,,,,,
22.0562617,,,,,,,,
20.61017354,,,,,,,,
17.0694987,,,,,,,,
27.2954305,,,,,,,,
27.6556015,,,,,,,,
26.55061086,,,,,,,,
26.75088247,,,,,,,,
14.05366262,,,,,,,,
21.13374074,,,,,,,,
4.34144338,,,,,,,,
-3.666241964,,,,,,,,
10.61503092,,,,,,,,
2.467155457,,,,,,,,
8.710543315,,,,,,,,
12.94676463,,,,,,,,
14.02982076,,,,,,,,
17.39851634,,,,,,,,
18.37126414,,,,,,,,
7.11663564,,,,,,,,
5.489667257,,,,,,,,
4.145622253,,,,,,,,
-0.574747721,,,,,,,,
-1.336415609,,,,,,,,
-15.77631632,,,,,,,,
-18.62684886,,,,,,,,
-14.13822174,,,,,,,,
-19.25595601,,,,,,,,
-4.755655924,,,,,,,,
-2.310117086,,,,,,,,
1.374562581,,,,,,,,
10.3524526,,,,,,,,
10.74790955,,,,,,,,
26.01655324,,,,,,,,
8.661270142,,,,,,,,
4.542986552,,,,,,,,
15.36432902,,,,,,,,
6.862958272,,,,,,,,
3.237088521,,,,,,,,
1.500765483,,,,,,,,
0.853538513,,,,,,,,
12.5579834,,,,,,,,
14.27555084,,,,,,,,
16.34597778,,,,,,,,
23.57737223,,,,,,,,
15.42727153,,,,,,,,
13.49163055,,,,,,,,
17.36164093,,,,,,,,
6.867408752,,,,,,,,
11.99754079,,,,,,,,
8.252779643,,,,,,,,
-1.201629639,,,,,,,,
1.481056213,,,,,,,,
-0.376065572,,,,,,,,
15.00193278,,,,,,,,
-5.232493083,,,,,,,,
-16.345342,,,,,,,,
-9.624481201,,,,,,,,
1.549402873,,,,,,,,
-5.542755127,,,,,,,,
5.998929342,,,,,,,,
18.88942719,,,,,,,,
22.4908193,,,,,,,,
18.02317301,,,,,,,,
11.92251841,,,,,,,,
-0.17897288,,,,,,,,
-6.064732869,,,,,,,,
-23.4670639,,,,,,,,
-17.67794291,,,,,,,,
-19.8952357,,,,,,,,
-26.08744303,,,,,,,,
-29.01967367,,,,,,,,
-29.91644541,,,,,,,,
-12.51157125,,,,,,,,
-7.724444071,,,,,,,,
-12.49631246,,,,,,,,
0.532150269,,,,,,,,
-3.176689148,,,,,,,,
-3.751436869,,,,,,,,
-6.88234965,,,,,,,,
-19.28361257,,,,,,,,
-13.52310181,,,,,,,,
-28.24433645,,,,,,,,
-35.32918294,,,,,,,,
-24.29676056,,,,,,,,
-30.37261963,,,,,,,,
-29.58424886,,,,,,,,
-27.15619405,,,,,,,,
-35.75102488,,,,,,,,
-21.40458425,,,,,,,,
-15.49084981,,,,,,,,
-21.5511322,,,,,,,,
-12.04427083,,,,,,,,
-5.672772725,,,,,,,,
-31.28465017,,,,,,,,
-3.310203552,,,,,,,,
-8.731842041,,,,,,,,
-10.24945577,,,,,,,,
-4.65742747,,,,,,,,
-10.06476084,,,,,,,,
8.040428162,,,,,,,,
6.985982259,,,,,,,,
-4.588445028,,,,,,,,
1.752535502,,,,,,,,
-13.29199473,,,,,,,,
-5.78435262,,,,,,,,
-6.990750631,,,,,,,,
5.241076152,,,,,,,,
14.98985291,,,,,,,,
6.965001424,,,,,,,,
12.81356812,,,,,,,,
17.31713613,,,,,,,,
6.894429525,,,,,,,,
8.728663127,,,,,,,,
3.434181213,,,,,,,,
-11.25876109,,,,,,,,
-20.07420858,,,,,,,,
-21.12865448,,,,,,,,
-24.36701457,,,,,,,,
-12.28650411,,,,,,,,
-11.14749908,,,,,,,,
-6.618499756,,,,,,,,
-8.666674296,,,,,,,,
-7.011095683,,,,,,,,
0.166257222,,,,,,,,
8.625348409,,,,,,,,
11.76897685,,,,,,,,
12.70198822,,,,,,,,
-3.616968791,,,,,,,,
2.274195353,,,,,,,,
-0.302314758,,,,,,,,
-12.41461436,,,,,,,,
-11.82460785,,,,,,,,
-13.56697083,,,,,,,,
-22.42565155,,,,,,,,
-13.44617208,,,,,,,,
-19.02961731,,,,,,,,
-14.7746404,,,,,,,,
-11.19073232,,,,,,,,
-19.13166046,,,,,,,,
-1.289685567,,,,,,,,
8.609135946,,,,,,,,
9.066581726,,,,,,,,
10.40871938,,,,,,,,
-1.968383789,,,,,,,,
-7.077852885,,,,,,,,
-9.542147319,,,,,,,,
-18.55882009,,,,,,,,
-3.77591451,,,,,,,,
-10.6531779,,,,,,,,
-10.45227051,,,,,,,,
-0.317573547,,,,,,,,
-3.283818563,,,,,,,,
6.637573242,,,,,,,,
16.70996348,,,,,,,,
4.899660746,,,,,,,,
19.95499929,,,,,,,,
17.24370321,,,,,,,,
10.1480484,,,,,,,,
13.02973429,,,,,,,,
3.780047099,,,,,,,,
-8.661588033,,,,,,,,
-25.58231354,,,,,,,,
-37.41200765,,,,,,,,
-15.94511668,,,,,,,,
-8.799235026,,,,,,,,
1.103401184,,,,,,,,
9.990056356,,,,,,,,
5.496342977,,,,,,,,
10.73074341,,,,,,,,
10.47833761,,,,,,,,
3.321965535,,,,,,,,
-1.075108846,,,,,,,,
3.753026326,,,,,,,,
-2.774238586,,,,,,,,
-1.449584961,,,,,,,,
-8.964856466,,,,,,,,
-10.75426737,,,,,,,,
-6.730715434,,,,,,,,
-13.74562581,,,,,,,,
7.433255514,,,,,,,,
6.071726481,,,,,,,,
-3.827730815,,,,,,,,
2.318700155,,,,,,,,
4.732767741,,,,,,,,
-3.757476807,,,,,,,,
6.695111593,,,,,,,,
1.764297485,,,,,,,,
0.273386637,,,,,,,,
-6.944020589,,,,,,,,
-14.27745819,,,,,,,,
-0.062306722,,,,,,,,
-7.904688517,,,,,,,,
-14.37346141,,,,,,,,
-10.82801819,,,,,,,,
-13.47382863,,,,,,,,
-1.193682353,,,,,,,,
3.769556681,,,,,,,,
3.036816915,,,,,,,,
19.7763443,,,,,,,,
12.82310486,,,,,,,,
10.02216339,,,,,,,,
19.92162069,,,,,,,,
2.081871033,,,,,,,,
8.434295654,,,,,,,,
6.746610006,,,,,,,,
4.763285319,,,,,,,,
5.868593852,,,,,,,,
-2.591451009,,,,,,,,
4.901885986,,,,,,,,
13.34222158,,,,,,,,
9.219169617,,,,,,,,
22.70444234,,,,,,,,
19.54078674,,,,,,,,
28.75073751,,,,,,,,
30.19428253,,,,,,,,
23.98173014,,,,,,,,
29.22884623,,,,,,,,
39.07044729,,,,,,,,
20.46839396,,,,,,,,
13.69825999,,,,,,,,
8.263905843,,,,,,,,
-3.251393636,,,,,,,,
14.13822174,,,,,,,,
12.26043701,,,,,,,,
10.16012828,,,,,,,,
2.684275309,,,,,,,,
2.603212992,,,,,,,,
5.332628886,,,,,,,,
11.510849,,,,,,,,
4.022280375,,,,,,,,
13.56252035,,,,,,,,
9.084383647,,,,,,,,
-1.443862915,,,,,,,,
-1.056353251,,,,,,,,
-9.082158407,,,,,,,,
-4.642168681,,,,,,,,
-4.20443217,,,,,,,,
-10.27011871,,,,,,,,
11.20694478,,,,,,,,
10.19159953,,,,,,,,
1.881281535,,,,,,,,
2.130190531,,,,,,,,
-2.16293335,,,,,,,,
1.632372538,,,,,,,,
-2.222061157,,,,,,,,
-9.336471558,,,,,,,,
-1.578966777,,,,,,,,
-3.836949666,,,,,,,,
-10.79114278,,,,,,,,
0.913302104,,,,,,,,
-7.366498311,,,,,,,,
-11.36938731,,,,,,,,
-0.752449036,,,,,,,,
-16.79865519,,,,,,,,
14.86237844,,,,,,,,
8.374214172,,,,,,,,
0.150998433,,,,,,,,
-1.235326131,,,,,,,,
-14.69008128,,,,,,,,
-13.23254903,,,,,,,,
-4.049619039,,,,,,,,
-5.955696106,,,,,,,,
1.456578573,,,,,,,,
-22.50258128,,,,,,,,
-27.33008067,,,,,,,,
2.159754435,,,,,,,,
-20.2109019,,,,,,,,
-19.26644643,,,,,,,,
-15.6100591,,,,,,,,
-20.65976461,,,,,,,,
-29.04574076,,,,,,,,
-20.38447062,,,,,,,,
-10.1146698,,,,,,,,
10.45608521,,,,,,,,
3.959655762,,,,,,,,
15.15928904,,,,,,,,
3.68531545,,,,,,,,
0.358263652,,,,,,,,
11.68855031,,,,,,,,
-2.638498942,,,,,,,,
-10.1442337,,,,,,,,
-3.237406413,,,,,,,,
5.073865255,,,,,,,,
5.389213562,,,,,,,,
-5.172729492,,,,,,,,
-14.35407003,,,,,,,,
-2.607663472,,,,,,,,
13.98213704,,,,,,,,
1.139322917,,,,,,,,
-5.705515544,,,,,,,,
3.237406413,,,,,,,,
-0.34236908,,,,,,,,
1.010258993,,,,,,,,
16.64161682,,,,,,,,
-2.31997172,,,,,,,,
-21.63537343,,,,,,,,
-20.85049947,,,,,,,,
-20.29418945,,,,,,,,
-17.09429423,,,,,,,,
-2.134005229,,,,,,,,
-3.904978434,,,,,,,,
-2.695083618,,,,,,,,
9.665489197,,,,,,,,
9.170532227,,,,,,,,
11.31947835,,,,,,,,
0.094413757,,,,,,,,
-12.70230611,,,,,,,,
-19.46131388,,,,,,,,
-13.53136698,,,,,,,,
-21.65762583,,,,,,,,
-17.20555623,,,,,,,,
-28.09842428,,,,,,,,
-32.55621592,,,,,,,,
-11.63864136,,,,,,,,
-13.43377431,,,,,,,,
-26.10492706,,,,,,,,
-7.435162862,,,,,,,,
0.299453735,,,,,,,,
17.26341248,,,,,,,,
7.925351461,,,,,,,,
19.98265584,,,,,,,,
38.92389933,,,,,,,,
28.86581421,,,,,,,,
18.30800374,,,,,,,,
19.3417867,,,,,,,,
-2.272605896,,,,,,,,
-1.516660055,,,,,,,,
-17.89665222,,,,,,,,
-9.46299235,,,,,,,,
6.520589193,,,,,,,,
0.749270121,,,,,,,,
-6.08698527,,,,,,,,
-10.69068909,,,,,,,,
-7.038752238,,,,,,,,
6.262779236,,,,,,,,
19.80113983,,,,,,,,
16.48394267,,,,,,,,
28.70496114,,,,,,,,
33.25271606,,,,,,,,
34.59517161,,,,,,,,
24.18327332,,,,,,,,
30.34687042,,,,,,,,
26.2333552,,,,,,,,
5.913098653,,,,,,,,
-27.43403117,,,,,,,,
4.857699076,,,,,,,,
-12.15902964,,,,,,,,
-10.94214122,,,,,,,,
-5.897839864,,,,,,,,
-9.871164958,,,,,,,,
1.131375631,,,,,,,,
-5.233764648,,,,,,,,
-6.798744202,,,,,,,,
7.366498311,,,,,,,,
15.87581635,,,,,,,,
18.60078176,,,,,,,,
17.51772563,,,,,,,,
14.1770045,,,,,,,,
28.32221985,,,,,,,,
11.83414459,,,,,,,,
2.128918966,,,,,,,,
12.70961761,,,,,,,,
-1.793543498,,,,,,,,
-1.554171244,,,,,,,,
13.32632701,,,,,,,,
4.474639893,,,,,,,,
13.92841339,,,,,,,,
10.81879934,,,,,,,,
0.217755636,,,,,,,,
22.57410685,,,,,,,,
21.91607157,,,,,,,,
25.28222402,,,,,,,,
17.73707072,,,,,,,,
16.94965363,,,,,,,,
10.57116191,,,,,,,,
18.51971944,,,,,,,,
-4.302978516,,,,,,,,
-2.857526143,,,,,,,,
-8.786201477,,,,,,,,
-11.66152954,,,,,,,,
4.516601563,,,,,,,,
2.115567525,,,,,,,,
14.95107015,,,,,,,,
12.0010376,,,,,,,,
6.574630737,,,,,,,,
16.05542501,,,,,,,,
-2.664248149,,,,,,,,
6.845792135,,,,,,,,
2.555529277,,,,,,,,
-14.77305094,,,,,,,,
-10.27647654,,,,,,,,
6.457646688,,,,,,,,
-15.87835948,,,,,,,,
-21.26566569,,,,,,,,
-20.49573263,,,,,,,,
-29.04383341,,,,,,,,
-17.91699727,,,,,,,,
-30.62788645,,,,,,,,
-43.69831085,,,,,,,,
-41.80812836,,,,,,,,
-52.49945323,,,,,,,,
-48.15514882,,,,,,,,
-52.72420247,,,,,,,,
-72.56825765,,,,,,,,
-61.88138326,,,,,,,,
-68.56314341,,,,,,,,
-86.81233724,,,,,,,,
-87.96723684,,,,,,,,
-84.16652679,,,,,,,,
-91.37916565,,,,,,,,
-117.114385,,,,,,,,
-105.7415009,,,,,,,,
-121.8630473,,,,,,,,
-124.6385574,,,,,,,,
-127.0558039,,,,,,,,
-125.7429123,,,,,,,,
-125.4812876,,,,,,,,
-106.2615712,,,,,,,,
-97.78467814,,,,,,,,
-81.98420207,,,,,,,,
-64.73223368,,,,,,,,
-68.96622976,,,,,,,,
-63.06234996,,,,,,,,
-59.09665426,,,,,,,,
-50.06440481,,,,,,,,
-44.08200582,,,,,,,,
-57.88771311,,,,,,,,
-58.59025319,,,,,,,,
-72.26085663,,,,,,,,
-96.46765391,,,,,,,,
-93.91307831,,,,,,,,
-81.80586497,,,,,,,,
-103.7254333,,,,,,,,
-92.75658925,,,,,,,,
-85.25689443,,,,,,,,
-83.27960968,,,,,,,,
-76.55302684,,,,,,,,
-84.93932088,,,,,,,,
-83.26435089,,,,,,,,
-90.20169576,,,,,,,,
-97.55738576,,,,,,,,
-87.00180054,,,,,,,,
-91.78638458,,,,,,,,
-92.80045827,,,,,,,,
-87.95166016,,,,,,,,
-92.80618032,,,,,,,,
-79.1759491,,,,,,,,
-71.23915354,,,,,,,,
-76.42714183,,,,,,,,
-66.10457102,,,,,,,,
-67.47404734,,,,,,,,
-69.56354777,,,,,,,,
-70.19392649,,,,,,,,
-74.32874044,,,,,,,,
-75.01475016,,,,,,,,
-76.39535268,,,,,,,,
-80.69356283,,,,,,,,
-73.50762685,,,,,,,,
-68.79297892,,,,,,,,
-63.08937073,,,,,,,,
-49.08339183,,,,,,,,
-57.06659953,,,,,,,,
-53.08119456,,,,,,,,
-40.16812642,,,,,,,,
-34.36279297,,,,,,,,
-29.12648519,,,,,,,,
-34.21084086,,,,,,,,
-37.14911143,,,,,,,,
-34.28681691,,,,,,,,
-31.44391378,,,,,,,,
-19.4940567,,,,,,,,
-19.72707113,,,,,,,,
-23.64063263,,,,,,,,
-23.07605743,,,,,,,,
-17.45351156,,,,,,,,
-21.4064916,,,,,,,,
-10.02852122,,,,,,,,
-14.16333516,,,,,,,,
-16.07894897,,,,,,,,
-8.343696594,,,,,,,,
-6.886482239,,,,,,,,
1.604398092,,,,,,,,
0.009218852,,,,,,,,
-19.35132345,,,,,,,,
5.210876465,,,,,,,,
-7.539749146,,,,,,,,
-28.4318924,,,,,,,,
-15.1758194,,,,,,,,
-9.402910868,,,,,,,,
-0.132878621,,,,,,,,
16.83648427,,,,,,,,
19.7467804,,,,,,,,
31.40227,,,,,,,,
27.87558238,,,,,,,,
23.87078603,,,,,,,,
34.69117483,,,,,,,,
25.90497335,,,,,,,,
25.38045247,,,,,,,,
25.49680074,,,,,,,,
22.01557159,,,,,,,,
27.75287628,,,,,,,,
26.08998617,,,,,,,,
19.28138733,,,,,,,,
21.02088928,,,,,,,,
14.98921712,,,,,,,,
27.95823415,,,,,,,,
30.113856,,,,,,,,
22.44186401,,,,,,,,
31.43119812,,,,,,,,
35.82413991,,,,,,,,
33.61034393,,,,,,,,
39.68715668,,,,,,,,
32.75489807,,,,,,,,
43.93005371,,,,,,,,
46.37145996,,,,,,,,
35.59589386,,,,,,,,
45.08495331,,,,,,,,
58.43544006,,,,,,,,
42.98973083,,,,,,,,
53.6476771,,,,,,,,
51.57470703,,,,,,,,
54.43668365,,,,,,,,
55.8013916,,,,,,,,
52.06743876,,,,,,,,
60.47979991,,,,,,,,
59.85387166,,,,,,,,
64.53196208,,,,,,,,
75.14190674,,,,,,,,
74.31221008,,,,,,,,
78.99792989,,,,,,,,
89.53952789,,,,,,,,
77.21106211,,,,,,,,
83.20331573,,,,,,,,
78.56051127,,,,,,,,
76.84739431,,,,,,,,
88.88339996,,,,,,,,
78.51727804,,,,,,,,
69.58389282,,,,,,,,
77.23236084,,,,,,,,
74.65712229,,,,,,,,
74.22860463,,,,,,,,
74.93877411,,,,,,,,
70.63770294,,,,,,,,
76.05330149,,,,,,,,
79.04879252,,,,,,,,
76.11592611,,,,,,,,
78.14598083,,,,,,,,
65.48372904,,,,,,,,
72.49704997,,,,,,,,
69.58866119,,,,,,,,
64.1078949,,,,,,,,
70.9956487,,,,,,,,
73.31562042,,,,,,,,
69.77653503,,,,,,,,
55.56805929,,,,,,,,
59.70541636,,,,,,,,
56.32909139,,,,,,,,
58.05269877,,,,,,,,
54.60166931,,,,,,,,
63.84372711,,,,,,,,
57.50242869,,,,,,,,
52.25753784,,,,,,,,
60.20387014,,,,,,,,
55.4596583,,,,,,,,
53.32374573,,,,,,,,
44.83731588,,,,,,,,
37.5696818,,,,,,,,
44.29086049,,,,,,,,
38.34279378,,,,,,,,
31.86670939,,,,,,,,
41.85771942,,,,,,,,
47.31782277,,,,,,,,
41.22257233,,,,,,,,
42.05385844,,,,,,,,
26.00097656,,,,,,,,
37.1910731,,,,,,,,
33.13573201,,,,,,,,
25.65670013,,,,,,,,
28.03770701,,,,,,,,
36.66083018,,,,,,,,
50.95545451,,,,,,,,
42.49604543,,,,,,,,
37.20919291,,,,,,,,
26.68317159,,,,,,,,
27.07163493,,,,,,,,
24.39467112,,,,,,,,
32.69386292,,,,,,,,
24.061203,,,,,,,,
26.09475454,,,,,,,,
27.96777089,,,,,,,,
7.587432861,,,,,,,,
-1.242319743,,,,,,,,
-0.537554423,,,,,,,,
0.763575236,,,,,,,,
23.39617411,,,,,,,,
27.70741781,,,,,,,,
25.95901489,,,,,,,,
28.18457286,,,,,,,,
24.47128296,,,,,,,,
34.3243281,,,,,,,,
26.2893041,,,,,,,,
18.69869232,,,,,,,,
23.15870921,,,,,,,,
13.1705602,,,,,,,,
16.84602102,,,,,,,,
23.03981781,,,,,,,,
13.88549805,,,,,,,,
12.57324219,,,,,,,,
17.26818085,,,,,,,,
14.57595825,,,,,,,,
20.87370555,,,,,,,,
6.547927856,,,,,,,,
8.871714274,,,,,,,,
7.750511169,,,,,,,,
4.947980245,,,,,,,,
10.41507721,,,,,,,,
7.184664408,,,,,,,,
5.241711934,,,,,,,,
17.05519358,,,,,,,,
6.74533844,,,,,,,,
